[0.20466524 0.06867824 0.7266565 ],[0.02071625 0.01664872 0.0006522 ],[0.05859441 0.04708969 0.0018447 ]
[0.04779386 0.01622452 0.93598163],[7.12884283e-02 1.25292235e-06 9.86851814e-07],[2.01634124e-01 3.54379957e-06 2.79123844e-06]
[0.01931472 0.48161924 0.49906597],[0.00435671 0.00058415 0.05136855],[0.01232263 0.00165222 0.14529219]
[0.01089027 0.0239841  0.9651257 ],[6.75007738e-02 6.99344236e-07 5.29329181e-07],[1.90921020e-01 1.97804421e-06 1.49716901e-06]
[0.01152752 0.02424589 0.96422666],[6.35999770e-02 5.96184251e-07 3.53463862e-07],[1.79887900e-01 1.68626371e-06 9.99746776e-07]
[0.46961123 0.02052531 0.50986344],[0.00193796 0.10160105 0.00149023],[0.00548137 0.28737118 0.00421502]
[0.00958033 0.01275164 0.97766805],[6.01680351e-02 1.08110509e-07 1.09210654e-07],[1.70180903e-01 3.05782697e-07 3.08894377e-07]
[0.01894966 0.01746916 0.96358114],[6.53959487e-02 3.21792735e-07 3.79673729e-07],[1.84967675e-01 9.10167299e-07 1.07387947e-06]
[0.01836379 0.01248467 0.9691515 ],[6.06314563e-02 1.32103902e-07 1.50494519e-07],[1.71491656e-01 3.73646261e-07 4.25662779e-07]
[0.04230107 0.02009336 0.93760556],[6.16313995e-02 3.75361170e-07 2.35130610e-07],[1.74319922e-01 1.06168171e-06 6.65049794e-07]
[0.01501499 0.00923072 0.97575426],[6.13480833e-02 1.78038072e-07 1.51261946e-07],[1.73518583e-01 5.03567713e-07 4.27833392e-07]
[0.01159101 0.49036536 0.49804366],[2.93972548e-02 3.52063845e-05 1.35833932e-03],[8.31479929e-02 9.95786929e-05 3.84196379e-03]
[0.6081977  0.01179461 0.38000774],[0.00239525 0.08400914 0.0010415 ],[0.00677478 0.23761372 0.0029458 ]
[0.02237188 0.21161711 0.766011  ],[5.86014417e-02 5.58900008e-06 4.11783670e-05],[1.65749907e-01 1.58080794e-05 1.16470010e-04]
[0.16698273 0.1147933  0.718224  ],[0.00145513 0.07051589 0.00488073],[0.00411574 0.19944905 0.01380479]
[0.06359992 0.14332712 0.793073  ],[4.99019695e-02 6.55713865e-05 7.28571938e-04],[0.14114408 0.00018546 0.00206071]
[0.00752805 0.00158966 0.9908823 ],[5.90666871e-02 9.88814279e-08 1.08361278e-07],[1.67065820e-01 2.79678913e-07 3.06491978e-07]
[0.24305722 0.01750422 0.73943853],[3.88315479e-02 6.14894684e-04 2.65011487e-05],[1.09832203e-01 1.73918480e-03 7.49565678e-05]
[0.01005037 0.03754084 0.9524089 ],[6.16648795e-02 3.76171937e-07 8.62570246e-07],[1.74414618e-01 1.06397491e-06 2.43971708e-06]
[0.07684033 0.05653185 0.86662793],[6.25268746e-02 8.60383943e-06 4.94439879e-05],[1.76852708e-01 2.43353328e-05 1.39848717e-04]
[0.20219177 0.02847056 0.7693376 ],[3.97466232e-02 5.78029640e-04 2.59844348e-05],[1.12420427e-01 1.63491471e-03 7.34950801e-05]
[0.19845334 0.02681831 0.7747284 ],[0.00217014 0.09839728 0.00151134],[0.00613808 0.27830953 0.00427473]
[0.02750308 0.09468195 0.877815  ],[7.99988182e-02 4.30936397e-06 3.93379303e-06],[2.26270827e-01 1.21887219e-05 1.11264469e-05]
[0.8658871  0.00714847 0.12696433],[1.75435282e-06 1.92922943e-05 5.18453683e-02],[4.96205909e-06 5.45668484e-05 1.46640846e-01]
[0.01033396 0.61956537 0.3701007 ],[0.00114846 0.00257949 0.08453543],[0.00324834 0.00729591 0.2391023 ]
[0.02963169 0.01358072 0.9567875 ],[6.69275658e-02 4.93142625e-07 6.68456696e-07],[1.89299743e-01 1.39481798e-06 1.89068105e-06]
[0.03954757 0.4016062  0.55884624],[0.0072289  0.00049236 0.03489512],[0.02044642 0.0013926  0.09869832]
[0.01361062 0.7191353  0.26725408],[0.0006707  0.00583807 0.04608791],[0.00189701 0.01651255 0.13035629]
[0.5929813  0.06871933 0.33829936],[0.00193002 0.07333722 0.00569275],[0.00545893 0.20742898 0.01610152]
[0.16828206 0.02518904 0.8065289 ],[0.01844825 0.01453172 0.0004277 ],[0.05217954 0.04110192 0.00120972]
[0.04014247 0.06663676 0.8932207 ],[5.33539045e-02 9.36919384e-05 8.82038702e-06],[1.50907631e-01 2.65000820e-04 2.49478219e-05]
[0.03287227 0.06187115 0.90525657],[7.58769698e-02 3.95245007e-06 2.78907039e-06],[2.14612479e-01 1.11792170e-05 7.88868235e-06]
[0.10999238 0.13582154 0.7541861 ],[4.91471189e-02 3.16726411e-05 4.02658700e-04],[1.39009044e-01 8.95837573e-05 1.13889079e-03]
[0.0207616  0.01417997 0.9650584 ],[6.55379431e-02 3.20332057e-07 2.95531708e-07],[1.85369296e-01 9.06035878e-07 8.35889899e-07]
[0.03730444 0.10340882 0.8592867 ],[2.72746326e-02 3.53758506e-05 1.57422678e-03],[0.07714431 0.00010006 0.00445259]
[0.23329544 0.03637734 0.7303272 ],[0.01313424 0.01463815 0.00024186],[0.03714924 0.04140294 0.00068407]
[0.01732807 0.0390529  0.9436189 ],[6.87151138e-02 5.47965289e-07 6.17162593e-07],[1.94355692e-01 1.54987989e-06 1.74559942e-06]
[0.0135359  0.0218271  0.96463704],[6.32304219e-02 3.46819551e-07 2.55521326e-07],[1.78842640e-01 9.80953826e-07 7.22723451e-07]
[0.05291387 0.08956383 0.85752237],[0.01572316 0.00063169 0.02177329],[0.04447182 0.00178668 0.06158415]
[0.01159818 0.03142821 0.9569737 ],[6.29354781e-02 2.77949102e-07 4.12018868e-07],[1.78008413e-01 7.86158780e-07 1.16536534e-06]
[0.01475608 0.00742754 0.97781646],[6.25402727e-02 2.89893793e-07 2.16690199e-07],[1.76890604e-01 8.19943467e-07 6.12892438e-07]
[0.0288131  0.15378512 0.81740177],[6.47434889e-02 4.57318629e-07 7.96319458e-07],[1.83122240e-01 1.29349242e-06 2.25233155e-06]
[0.0443823  0.02155613 0.9340616 ],[7.82519075e-02 3.85360859e-06 5.03566276e-06],[2.21329818e-01 1.08996511e-05 1.42430051e-05]
[0.10227079 0.08009518 0.817634  ],[8.09994593e-02 4.59559159e-05 2.36559077e-05],[2.29101068e-01 1.29982959e-04 6.69090110e-05]
[0.0770258  0.03368067 0.88929355],[8.44296411e-02 1.22719979e-05 1.04321790e-05],[2.38803087e-01 3.47104517e-05 2.95066582e-05]
[0.00441876 0.00350022 0.99208105],[5.99597074e-02 1.63165367e-07 1.29317923e-07],[1.69591663e-01 4.61501349e-07 3.65766320e-07]
[0.00815028 0.00475065 0.9870991 ],[5.91050614e-02 2.34207604e-07 1.45438304e-07],[1.67174359e-01 6.62439140e-07 4.11361644e-07]
[0.01370771 0.01144721 0.97484505],[6.26228246e-02 2.00566611e-07 2.49387073e-07],[1.77124096e-01 5.67288042e-07 7.05373161e-07]
[0.00215148 0.01832931 0.9795193 ],[5.90930505e-02 9.19835466e-08 9.55979217e-08],[1.67140387e-01 2.60168758e-07 2.70391755e-07]
[0.16795765 0.00678067 0.8252617 ],[3.24410759e-02 5.14108231e-04 1.28917570e-05],[9.17572190e-02 1.45411767e-03 3.64633953e-05]
[0.02126246 0.4602068  0.5185307 ],[8.20781185e-05 2.09175645e-02 4.36808757e-03],[0.00023215 0.05916381 0.01235482]
[0.01525288 0.04885419 0.93589294],[6.79807564e-02 1.53418793e-06 3.65682155e-06],[1.92278615e-01 4.33933877e-06 1.03430533e-05]
[0.01247335 0.01945146 0.9680751 ],[6.20850192e-02 1.79441029e-07 1.62191217e-07],[1.75602952e-01 5.07535875e-07 4.58746036e-07]
[0.8517246  0.02906292 0.11921244],[0.00083489 0.03244538 0.01155403],[0.00236142 0.09176939 0.03267973]
[0.05511679 0.02191355 0.92296964],[7.69688353e-02 2.01849651e-06 2.03174505e-06],[2.17700741e-01 5.70917029e-06 5.74664280e-06]
[0.10550527 0.03999498 0.85449976],[6.35059643e-02 6.93969425e-07 3.81430294e-07],[1.79621992e-01 1.96284194e-06 1.07884779e-06]
[0.03299888 0.01050935 0.95649177],[5.80804385e-02 2.66315352e-07 1.45071771e-07],[1.64276288e-01 7.53253564e-07 4.10324932e-07]
[0.0491282  0.05206296 0.89880884],[7.30414972e-02 2.33271216e-06 1.64780872e-06],[2.06592552e-01 6.59790634e-06 4.66070687e-06]
[0.01675635 0.04334649 0.9398971 ],[6.38453884e-02 6.43703661e-06 1.71424412e-06],[1.80582028e-01 1.82066890e-05 4.84861457e-06]
[0.01287055 0.3715977  0.61553174],[0.00953498 0.00021043 0.01815176],[0.02696899 0.00059518 0.05134092]
[0.01228141 0.00892026 0.97879833],[6.13144802e-02 1.57910844e-07 1.95954328e-07],[1.73423539e-01 4.46639313e-07 5.54242537e-07]
[0.40444016 0.03045316 0.56510675],[3.72320143e-02 9.29622704e-04 3.88778697e-05],[0.10530804 0.00262937 0.00010996]
[0.0065117  0.01238439 0.9811039 ],[5.81273055e-02 1.66524768e-07 3.36829953e-07],[1.64408848e-01 4.71003171e-07 9.52698974e-07]
[0.01485727 0.58277434 0.4023684 ],[6.64688335e-05 2.50902935e-02 2.83026519e-03],[0.000188   0.07096607 0.0080052 ]
[0.00838065 0.01163187 0.97998744],[5.88595325e-02 1.11792089e-07 9.92277388e-08],[1.66479898e-01 3.16195777e-07 2.80658428e-07]
[0.02461954 0.12995413 0.8454264 ],[7.76621389e-02 2.39549338e-06 2.48816588e-06],[2.19661700e-01 6.77547845e-06 7.03759586e-06]
[0.00804601 0.01476581 0.9771882 ],[6.10241093e-02 1.27807184e-07 1.26670819e-07],[1.72602246e-01 3.61493306e-07 3.58279179e-07]
[0.07301822 0.0939151  0.83306664],[7.63521310e-02 2.02393206e-06 1.92912564e-06],[2.15956438e-01 5.72454434e-06 5.45639130e-06]
[0.02364044 0.01407363 0.9622859 ],[6.65438844e-02 3.50590004e-07 3.76739711e-07],[1.88214528e-01 9.91618278e-07 1.06558082e-06]
[0.17379738 0.07603078 0.75017184],[0.03904136 0.00181749 0.00010271],[0.11042565 0.00514063 0.0002905 ]
[0.02767617 0.17008749 0.8022363 ],[6.42394094e-02 5.42390693e-05 3.00565630e-04],[1.81696488e-01 1.53411255e-04 8.50127980e-04]
[0.05226981 0.09863012 0.8491001 ],[6.47541555e-02 6.64375740e-06 3.19217488e-05],[1.83152410e-01 1.87913836e-05 9.02883401e-05]
[0.04589413 0.03148725 0.9226187 ],[5.51016213e-02 2.04897340e-06 1.74011605e-05],[1.55850920e-01 5.79537195e-06 4.92179144e-05]
[0.00275396 0.00765839 0.98958766],[5.84664631e-02 8.54268420e-08 8.20122714e-08],[1.65368130e-01 2.41623597e-07 2.31965733e-07]
[0.03157835 0.18616511 0.78225654],[2.98615384e-02 4.19059243e-05 1.50526196e-03],[0.08446119 0.00011853 0.00425752]
[0.04078184 0.23327091 0.72594726],[0.08736692 0.00032169 0.0001769 ],[0.24711096 0.00090988 0.00050034]
[0.04311008 0.05049815 0.9063917 ],[6.90759657e-02 1.02418059e-06 1.74842075e-06],[1.95376335e-01 2.89682016e-06 4.94528066e-06]
[0.01845259 0.00693987 0.9746075 ],[6.09586655e-02 1.33634278e-07 1.29521184e-07],[1.72417143e-01 3.77974816e-07 3.66341229e-07]
[0.8807623  0.00806205 0.11117574],[2.31136357e-07 5.28562268e-07 5.92904788e-02],[6.53752340e-07 1.49499986e-06 1.67698799e-01]
[0.0206461  0.01439524 0.9649587 ],[6.65903961e-02 5.21219394e-07 4.25748760e-07],[1.88346083e-01 1.47423107e-06 1.20419934e-06]
[0.02305321 0.01982114 0.95712566],[6.43523971e-02 2.77645632e-07 3.40932980e-07],[1.82016065e-01 7.85300438e-07 9.64304090e-07]
[0.08122195 0.05008225 0.8686958 ],[6.72278931e-02 5.68866918e-06 2.18878384e-05],[1.90149196e-01 1.60899862e-05 6.19081558e-05]
[0.28096586 0.01718134 0.70185274],[4.16214755e-02 7.11932778e-04 3.84504162e-05],[1.17723310e-01 2.01364998e-03 1.08754200e-04]
[0.01723719 0.00956302 0.9731997 ],[6.21359121e-02 1.52823660e-07 1.54249840e-07],[1.75746899e-01 4.32250584e-07 4.36284432e-07]
[0.11394631 0.04503454 0.8410191 ],[6.92190332e-02 8.04461725e-07 1.16683153e-06],[1.95780991e-01 2.27536137e-06 3.30029795e-06]
[0.02992933 0.10591596 0.8641547 ],[5.27649266e-02 3.58214987e-06 3.83894444e-05],[1.49241750e-01 1.01318499e-05 1.08581746e-04]
[0.08060195 0.01529325 0.9041048 ],[6.03576389e-02 1.95631235e-06 5.66260726e-07],[1.70717183e-01 5.53328691e-06 1.60162720e-06]
[0.00951077 0.18446822 0.8060209 ],[3.64355749e-02 1.89988873e-05 5.38736009e-04],[1.03055368e-01 5.37369681e-05 1.52377554e-03]
[0.20820118 0.01545653 0.77634233],[4.92294681e-02 1.32299267e-04 9.54067964e-06],[1.39241963e-01 3.74198837e-04 2.69851171e-05]
[0.30143318 0.01360925 0.6849576 ],[2.40034912e-02 2.08315096e-03 3.84869283e-05],[0.06789213 0.00589204 0.00010886]
[0.1780931  0.02975836 0.79214853],[4.81664276e-02 1.05183390e-04 7.01453833e-06],[1.36235230e-01 2.97503553e-04 1.98401105e-05]
[0.02468703 0.01706079 0.95825225],[7.16083533e-02 8.36842940e-07 8.04780981e-07],[2.02539009e-01 2.36694927e-06 2.27626436e-06]
[0.09344666 0.06651749 0.84003574],[5.18898617e-02 8.97474549e-04 9.25133154e-05],[0.14676669 0.00253844 0.00026167]
[0.01832256 0.09637891 0.8852985 ],[7.97455507e-02 9.61335055e-06 1.58639129e-05],[2.25554479e-01 2.71906615e-05 4.48699216e-05]
[0.04755978 0.01089438 0.9415459 ],[6.45958806e-02 2.09741070e-06 8.24093610e-07],[1.82704741e-01 5.93237331e-06 2.33088872e-06]
[0.00721102 0.03222831 0.9605607 ],[6.21260807e-02 1.66786667e-07 1.88695773e-07],[1.75719092e-01 4.71743932e-07 5.33712243e-07]
[0.1811159  0.09086305 0.728021  ],[0.09192568 0.00019147 0.00028079],[0.26000509 0.00054155 0.00079419]
[0.00986623 0.09908704 0.89104676],[6.31256312e-02 7.85900076e-07 2.29765831e-06],[1.78546247e-01 2.22286109e-06 6.49875908e-06]
[0.8501614  0.00693599 0.14290257],[3.62456177e-07 1.40872183e-06 5.73852370e-02],[1.02518088e-06 3.98446703e-06 1.62309961e-01]
[0.01421318 0.01760294 0.9681838 ],[6.43312731e-02 2.34963320e-07 2.53335585e-07],[1.81956318e-01 6.64576626e-07 7.16541240e-07]
[0.02092231 0.07654941 0.9025282 ],[6.38010167e-02 2.85036840e-07 3.83076511e-07],[1.80456526e-01 8.06205929e-07 1.08350399e-06]
[0.00633773 0.8802034  0.1134588 ],[4.93327574e-07 5.88744680e-02 1.88549040e-06],[1.39534109e-06 1.66522142e-01 5.33297220e-06]
[0.01013011 0.52658445 0.46328548],[0.00027085 0.0085071  0.02287798],[0.00076608 0.02406171 0.06470869]
[0.02143092 0.00556298 0.9730061 ],[5.88566880e-02 1.10502967e-07 9.84753958e-08],[1.66471853e-01 3.12549590e-07 2.78530481e-07]
[0.02680643 0.04567765 0.9275159 ],[6.59018577e-02 3.44635852e-07 3.98322961e-07],[1.86398602e-01 9.74777391e-07 1.12662747e-06]
[0.00937437 0.00890033 0.9817253 ],[5.94573938e-02 1.02463847e-07 1.09327262e-07],[1.68170905e-01 2.89811525e-07 3.09224194e-07]
[0.01203666 0.9327554  0.05520789],[5.22547129e-07 6.02524114e-02 1.76307530e-06],[1.47798647e-06 1.70419555e-01 4.98672999e-06]
[0.0070984  0.01041519 0.9824865 ],[5.95780951e-02 1.01669966e-07 1.06288255e-07],[1.68512300e-01 2.87566091e-07 3.00628585e-07]
[0.36221847 0.01419644 0.62358505],[0.00780116 0.02680003 0.00032252],[0.022065   0.07580193 0.00091223]
[0.571521   0.02289284 0.4055862 ],[2.99498037e-05 1.20161397e-03 2.94224503e-02],[8.47108373e-05 3.39867754e-03 8.32192566e-02]
[0.00922148 0.01669493 0.97408354],[6.33105066e-02 2.07148334e-07 1.94150384e-07],[1.79069154e-01 5.85903967e-07 5.49140213e-07]
[0.01992774 0.58551186 0.3945604 ],[0.00182867 0.00307443 0.09281846],[0.00517227 0.00869579 0.26253024]
[0.12635535 0.02414693 0.8494977 ],[4.43694398e-02 3.79739046e-04 2.20917367e-05],[1.25495727e-01 1.07406422e-03 6.24848674e-05]
[0.04267204 0.07278503 0.8845428 ],[7.62725245e-02 7.84861792e-06 4.57054048e-06],[2.15731277e-01 2.21992438e-05 1.29274407e-05]
[0.03062821 0.0404563  0.92891556],[6.23245378e-02 2.48353267e-07 3.73348698e-07],[1.76280413e-01 7.02449118e-07 1.05598958e-06]
[0.02332865 0.00682721 0.96984404],[5.90282118e-02 1.35948343e-06 4.01187518e-07],[1.66956995e-01 3.84519980e-06 1.13472966e-06]
[0.3014894  0.00987874 0.6886319 ],[0.00064612 0.05646935 0.00392355],[0.00182751 0.15971944 0.01109748]
[0.02228819 0.03256445 0.94514734],[6.50438179e-02 3.02239614e-07 2.73856640e-07],[1.83971699e-01 8.54862723e-07 7.74583549e-07]
[0.01215933 0.29740176 0.6904389 ],[3.35668254e-02 5.96121457e-05 1.58950457e-03],[0.09494132 0.00016861 0.0044958 ]
